Title,Authors,Co-authors,Editors,Illustrators,Publisher,Edition,Year,Volume,ISBN,ISBN13,ISSN,"Call No",Category,Subject,Type,Description,Tags,Series
"Profesi Hukum Itu Asyik! Sarjana Hukum: Bukan Sekadar Pengacara & Hakim (Indonesian Edition)","Alumni Fakultas Hukum Universitas Indonesia",,,,"PT Gramedia Pustaka Utama",,2017,,6020371913,9786020371917,,H2,Unknown,,Book,"Kuliah hukum? Mau jadi hakim ya? Atau pengacara atau jaksa? Notaris itu kerjanya apa sih? Menyiapkan kontrak? Apa bedanya dengan profesi pengacara? Untuk para mahasiswa fakultas hukum atau sarjana hukum yang baru mau berkarir di bidang hukum pasti sudah amat familiar dengan tuduhan mau menjadi hakim atau pengacara, atau kebingungan banyak orang untuk membedakan profesi notaris atau pengacara. Lewat PROFESI HUKUM ITU ASYIK! Sarjana Hukum Bukan Sekadar Pengacara & Hakim, kami para alumni Fakultas Hukum Universitas Indonesia (FHUI) angkatan 1992 akan mencoba mengenalkan beragam profesi hukum yang kelak dapat dijalani oleh adik-adik pelajar yang masih duduk di bangku Sekolah Menengah ataupun para mahasiswa fakultas hukum yang masih ‘galau’ dalam menentukan karir di masa depan. Ternyata seorang Sarjana Hukum (S.H.) dapat berkarier di berbagai bidang. Dalam buku ini kami coba pilihkan 25 profesi hukum yang dapat dijadikan acuan untuk berkarier, misalnya di bidang perbankan, migas, dan KPK, menjadi diplomat, wartawan, relawan, head hunter, serta masih banyak lainnya. Buku ini mencoba memperluas wawasan dan memberikan perspektif baru tentang profesi dalam bidang hukum yang dapat ditekuni. - from Amzon",,
"Profil APEKSI",,,,,"Asosiasi Pemerintah Kota Seluruh Indonesia",,,,,,,D1,,,Other,,,
"Profil Daerah Kabupaten dan Kota Jilid 1",,,"F. Harianto Santoso",,"Penerbit Buku Kompas",1,2001,,9797090094,,,F3,Urbanism,,Book,,,
"Profil Kampung Jakarta",,,,,"Jaringan Rakyat Miskin Kota",,2017,,,,,E1,,,Book,,,
"Profil Kependudukan dan Pembangunan di Indonesia Tahun 2013",,,,,"Badan Kependudukan dan Keluarga Berencana Nasional",,2013,,,,,C1,,,Book,,,
"Profil Kependudukan dan Pembangunan di Indonesia Tahun 2013",,,,,"Badan Kependudukan dan Keluarga Berencana Nasional",,2013,,,,,C1,,,Publication,,,
"Profil Kependudukan dan Pembangunan di Indonesia Tahun 2013",,,,,"Badan Kependudukan dan Keluarga Berencana Nasional",,2013,,,,,C1,,,Publication,,,
"Profil Lanskap Propinsi Bali",,,,,"Direktorat Internalisasi Nilai dan Diplomasi Budaya Direktorat Jenderal Kebudayaan Kementerian Pendidikan dan Kebudayaan",,,,,9786021796634,,J1,,,Book,,,
"Profil Pusat Promosi dan Pemasaran Bunga dan Tanaman Hias",,,,,,,2009,,,,,B1,Nature,,Publication,,"Nature, Jakarta",
PROGRAM,,,,,Goethe-Institut,,2016,,,,,,Education,,Publication,,,
"Program Kota Sosial. Pembangunan Perkotaan yang Bijak Demi Masa Depan Kota Kita","Frank Bielka; Ingke Brodersen; Lutz Freitag; Achim Grossmann; Bernd Hunger; Muhammed Hasim Inam; Folkert Kiepe; Ulrich Pfeiffer; Franz-Georg Rips; Peter Runkel; Klaus Peter Strohmeier",,,,"Friedrich Ebert Stiftung",,2016,,,9786028866194,,B2,,,Book,,,
"Program Pesanggrahan Bumi Pemuda Rahayu 2013-2014",,,,,"Bumi Pemuda Rahayu",,2014,,,,,A1,Journalism,,Book,,"program, bumipemudarahayu",
"Program Pesanggrahan Bumi Pemuda Rahayu 2014-2015",,,,,"Bumi Pemuda Rahayu",,2015,,,,,A1,Journalism,,Book,,"program, bumipemudarahayu",
"Program Pesanggrahan Bumi Pemuda Rahayu 2014-2015. Bumi Pemuda Rahayu Residency Program 2014-2015",,,,,"Rujak Center for Urban Studies",,2015,,,,,I2,,,Book,,,
"Projected Gender Impact of the ASEAN Economic Community",,,,,"ASEAN Secretariat",,2016,,,9786020980829,,H2,,,Book,,,
"Protes Publik Penerbangan Indonesia","Agus Pambagio",,,,"PT Gramedia Pustaka Utama",,2013,,,9789792294125,,H1,,,Book,,,"Seri Pendidikan Kebijakan Publik"
"Protes Publik Transportasi Indonesia","Agus Pambagio",,,,"PT Gramedia Pustaka Utama",,2013,,,9786020301488,,E1,,,Book,,,"Seri Pendidikan Kebijakan Publik"
"Public Places Urban Spaces","Matthew Carmona; Tim Heath; Taner Oc; Steve Tiesdell",,,,"Architectural Press",1,2003,,0750636327,9780750636322,,I3,Unknown,,Book,"Public Places - Urban Spaces is a holistic guide to the many complex and interacting dimensions of urban design.<br><br>The discussion moves systematically through ideas, theories, research and the practice of urban design from an unrivalled range of sources. It aids the reader by gradually building the concepts one upon the other towards a total view of the subject.<br><br>The author team explain the catalysts of change and renewal, and explore the global and local contexts and processes within which urban design operates. The book presents six key dimensions of urban design theory and practice - the social, visual, functional, temporal, morphological and perceptual - allowing it to be dipped into for specific information, or read from cover to cover. This is a clear and accessible text that provides a comprehensive discussion of this complex subject. <br><br>* Learn all you need to know about design of urban spaces from this one-stop introductory guide<br>*Gain a comprehensive overview of the topic through the authors' holistic approach<br>*Complex ideas are presented logically for ease of understanding - from Amzon","Buildings, Urban & Land Use Planning, Urban Planning & Development, Specific Demographics, City Planning & Urban Development, Architecture, Public Policy",
"Public Space in Urban Asia","William S.W. Lim; Marco Kusumawijaya",,,,WSPC,,2013,,9814578320,9789814578325,,D1,Unknown,,Book,"<p>Over the past few decades, rapid urbanisation has threatened to erode public space, especially in emerging economies. Market forces that prioritise profit generation are allowed to construct venues of consumption in its place. Though their physical appearance may resemble traditional public space, in reality, they are greatly restrictive and diminished in affordability, accessibility and social meaning. It is in this context that William SW Lim, chairman of Asian Urban Lab, has brought together architects, designers, historians, sociologists and urbanists from the region to discuss public space in selected Asian cities.</p><p>Part One contains essays from participants from Chongqing, Hong Kong, Jakarta, Kuala Lumpur, Singapore and Taipei and observations from commentators. Several essays by William SW Lim on the subject round off the discussion in Part Two. The thoughtful essays in <i>Public Space in Urban Asia</i> emphasise how engaging with the present actuality of cities and public awareness of spatial justice in cities are crucial — for it is the achievement of spatial justice that will help create a greater level of happiness across societies in our increasingly urbanised world.</p><b>Contents:</b><ul><ul><li>Introduction and Acknowledgements</li><li>Foreword — Public Space in Asia: Ways of Knowing and Acting <i>(Leon Van Schaik)</i></li></ul><li><b><i>Part I: Public Space in Urban Asia:</i></b><ul><li>Public Space Today <i>(William S W Lim)</i></li><li>The Multiple Spaces of Bukit Brown <i>(Terence Chong and Chua Ai Lin)</i></li><li>Vestigial as Alternative: The KTM Rail Corridor and the Search for the Un-regularized <i>(Liew Kai Khiun)</i></li><li>The End of the Railroad in Singapore: A Photo Essay <i>(Claire Leow)</i></li><li>Singapore's Void Decks <i>(Stephen Cairns)</i></li><li>Hawker Centres: Siting/Sighting Singapore's Food Heritage <i>(Randy Chan and Jolene Lee)</i></li><li>Carnivalism in Public Spaces in Chongqing <i>(Wei Haoyan)</i></li><li>Taxonomy of Public Space in Contemporary Hong Kong <i>(Tat Lam and Benedetta Tavecchia)</i></li><li>Common Space and Public Space in Contemporary Urbanisation <i>(Marco Kusumawijaya)</i></li><li>Thick Crust of Time: Kuala Lumpur <i>(Lim Teng Ngiom)</i></li><li>Illegal Architecture: In the Name of Community <i>(Roan Ching-Yueh)</i></li></ul></li><li><b><i>Commentaries:</i></b><ul><li>Re-making Public Space Through and in Asia <i>(Jane M Jacobs)</i></li><li>Recalling the Political in Public Space <i>(H Koon Wee)</i></li><li>Sustaining Publics and Their Spaces: William Lim's Writings on Architecture and Space <i>(Lilian Chee)</i></li></ul></li><li><b><i>Part II: Change We Must and Other Essays:</i></b><ul><li>Global Dynamic Change and Power Rebalance <i>(William S W Lim)</i></li><li>Commentary on Incomplete Urbanism <i>(Andrew Lee, Leong Teng Wui and Ong Swee Hong)</i></li><li>Spatial Justice and Happiness <i>(William S W Lim)</i></li><li>Spatial Justice — A Singapore Case Study <i>(William S W Lim)</i></li><li>Change We Must <i>(William S W Lim)</i></li><li>Works Cited</li></ul></li></ul><br /><b>Readership:</b> Graduate and undergraduate students majoring in architecture, urban planning, sociology and geography; general readers interested in cities, heritage and development; city planners, developers, policy makers and economists.<br /> - from Amzon","Urban & Land Use Planning, Urban & Regional, Urban Planning & Development, Urban, Asian, City Planning & Urban Development, Specialty Boutique, Urban & Land Use Planning, Urban & Regional, Urban Planning & Development, Urban",
"Public-Private Partnership Programs: Creating a Framework for Private Sector Investment in Infrastructure","Jeffrey Delmon",,,,"Kluwer Law International",,2017,,9041152911,9789041152916,,H2,Unknown,,Book,"This book fully describes the elements that make up an effective public-private partnership framework and covers in detail the topics that need to be considered in creating such a partnership. - from Amzon",,
"Publik dan Reklame di Ruang Kota Jakarta",,,"Ardi Yunanto; Robin Hartanto; Leonhard Bartolomeus",,"Ruang Rupa",,2013,,,9789791906937,,F2,,,Book,,,
"Publishing What We Learned. An Assessment of the Publish What You Pay Coalition","Mabel van Oranje; Henry Parham",,,,,,2009,,,,,B2,,,Book,,,
"Pune: Queen of the Deccan","Jaymala Diddee; Samita Gupta",,,,"Elephant Design Pvt. Ltd",,2017,,8187693002,9788187693000,,D1,Unknown,,Book,"On the description of Pune city. - from Amzon",,
"Pura Besakih: Pura, Agama, dan Masyarakat Bali","David J",,,,"Pustaka Larasan",,2010,,,9789793790367,,B3,Anthropology,,Book,,,
"Pusaka, Art of Indonesia",,,"Haryati Soebadio",,"Archipelago Press",,1992,,9798353005,9789798353000,,K1,History,,Book,,,
"Racist Fantasy Termination! Protection Chinese Ethnic Minorities in the Era of Gus Dur: A Radical Subject of Žižekian Study","Marwan Awaludin",,,,"Oñati Internacional de Sociologia Jurídica Basque University",,2011,,,,,C1,,,Book,,,
"Raden Saleh: The Beginning of Modern Indonesian Painting","Werner Kraus",,,,"Goethe Institut Indonesia",,2017,,6021821211,9786021821213,,K3,Unknown,,Book,"This Raden Saleh book presents the essence of Werner Kraus's many years of research and studies. It contains a fascinating essay about Raden Saleh's spectacular life as a painter, scholar, art & education reformer, collector & preserver, and combines it with a rich documentation of his works providing a whole host of illustrations, pictures and portraits of Raden Saleh--many more than those shown in the exhibition, and some of them published for the first time. - from Amzon",,
"Radius of Art: Creatif Politicisation of the Public Sphere Cultural Potentials for Social Transformation",,,,,Radius,,2012,,,,,H2,"Social Activism",,Publication,,,
"Ragam Citra Kota Banda Aceh. Interpretasi Sejarah, Memori Kolektif dan Arketipe Arsitekturnya","Kamal A. Arif",,,,"Pustaka Bustanussalatin",1,2008,,,9789791874403,,F2,History,,Book,,,
"Rakyat Miskin Kota Menulis Riwayatnya Sendiri",,,,,"Urban Poor Consortium",,2003,,,,,B3,"Urbanism, Indonesian City",,Book,,,
"Ranking the Liveability of the World's Major Cities: The Global Liveable Cities Index (GLCI)","Khee Giap Tan; Wing Thye Woo; Kong Yam Tan; Linda Low; Grace Ee Ling Aw",,,,"World Scientific Publishing Company",,2012,,9814417300,9789814417303,,F3,Unknown,,Book,"This unique volume aims to provide a first comprehensive assessment on attributes, conditions and characters which constitute a liveable city. The book posits that the degree of <i>liveability</i> depends on five themes: satisfaction with the freedom from want; satisfaction with the state of the natural environment and its management; satisfaction with freedom from fear; satisfaction with the socio-cultural conditions; and satisfaction with public governance. <p> The authors attempt to be more constructive through performing policy simulations by first identifying relative weaknesses and strengths of 64 global cities across major continents including European, Asian, Middle Eastern, North and South American cities. The book also ranks and simulates 36 Asian cities separately, of which many are emerging third-world cities that are in need of policy guidance. <p> - from Amzon","Urban & Regional, Bibliographies & Indexes, Urban Planning & Development, Urban, City Planning & Urban Development",
"Raumplan versus Plan Libre : Adolf Loos and Le Corbusier, 1919 - 1930",,,"Max Risselada",,Rizzoli,,1993,,0847810003,9780847810000,,J4,Architecture,,Book,"Originally published in the Netherlands, this profusely illustrated volume discusses the differences in the planning of houses by two architectural giants of the 20th century: Adolf Loos and Le Corbusier. Annotation copyright Book News, Inc. Portland, Or. - from Amzon","Individual Architects & Firms, History, Architecture",
"Re-shaping Cultural Policies: A Decade Promoting The Diversity Of Cultural Expressions For Development",,,,,"United Nations Education, Scientific and Cultural Organization",,2016,,9231001361,9789231001369,,D2,Unknown,,Book,"One of the questions asked during this anniversary year is whether or not the implementation of the Convention reflects the vision of its authors. In other words, has it led to the positive changes its drafters envisaged? What steps have been taken to reach the four main goals of the Convention: support sustainable systems of governance for culture; achieve a balanced flow of cultural goods and services and increase the mobility of cultural professionals; integrate culture in sustainable development frameworks; and promote human rights. - from Amzon","Cultural Policy, Research, Education, Public Policy",
"Reading Habermas","David M. Rasmussen",,,,Wiley-Blackwell,1,1991,,0631152741,9780631152743,,G1,Unknown,,Book,"In the past decade the work of Jurgen Habermas has sparked off a series of lively debates over modernity and post-modernity, the nature of language, the interplay of law and politics and the dilemmas of morality. Significantly, these debates unfold in the context of his particular reading of the modern philosophical tradition from the German enlightment to the present period.<br /> In this original interpretation, David Rasmussen provides both guide and critique to the later Habermas encountered in the context of the best of the critical literature that has emerged in recent years. <i>Reading Habermas</i> argues that Habermas' concept of modernity provides the context for the theory of language as well as his approaches to law and ethics.<br /> This book, as its title implies, offers a reading. It explores philosophical options chosen in the light of other, rejected readings. It is a distinctive, readable contribution to the current controversy surrounding the most recent developments in critical theory. - from Amzon","Modern, Social Sciences, History & Surveys",
"Real Estate Development: Principles and Process 3rd Edition","Mike E. Miles; Gayle L. Berens; Marc A. Weiss",,,,"Urban Land Institute",3rd,2000,,0874208254,9780874208252,,F1,Unknown,,Book,"Ideal for those new to real estate development, this comprehensive reference book offers a thorough and practical introduction. Using an eight-stage model of the development process, the authors explain idea conception, feasibility, planning, financing, market analysis, contract negotiation, construction, and asset management. Ongoing case studies of an office and a multifamily development provide realistic examples. - from Amzon","Environmental Economics, Investments, Real Estate",
"Realita dan Visi ke Depan Perumahan dan Permukiman di Indonesia",,,"Ir. Ismet Belgawan Harun, M.Sc., Ph.D",,"Sekolah Arsitektur, Perencanaan dan Pengembangan Kebijakan (SAPPK) Institut Teknologi Bandung",,2010,,,9789792504248,,G1,,,Book,,,
"Realizing the Promise of Performance Management","Robert W. Rogers",,,,"DDI Press c/o Development Dimensions International",,2004,,0976151413,9780976151418,,B1,Unknown,,Book,"For many companies, performance management is a boring, time-consuming ritual that yields little tangible benefit, without a hint of impact on the bottom line. Realizing the Promise of Performance Management paints the picture of an invaluable system that can underpin and permeate all organizational efforts—driving straight through to an improved bottom line. This book describes a system that can enable an organization to seamlessly execute its business and cultural strategies in full alignment with its other important HR systems, such as selection, promotion, succession planning, and compensation.   Realizing the Promise of Performance Management presents more than a dozen case studies—depicting how some of the best-known global companies have leveraged their performance management systems to retain top talent, invigorate their workforces, reduce turnover, align capabilities, and grow their business. Drawing on lessons learned from more than 30 years’ experience with hundreds of companies, Robert W. Rogers presents a strong case for the whys of performance management—why spend time doing it right, why insist that senior executives model the process, why track how well the system works, and most of all, why demand that managers become skilled users of the system. Ultimately, as you’ll see by reading this book, because it will get results. - from Amzon",,
